Sum of precoMedio;Column Labels;;;;;;;;;;;;;;;;;
Row Labels;Biodiesel B15;Gasóleo (até setembro 2021);Gasóleo colorido;Gasóleo de aquecimento;Gasóleo especial;Gasóleo simples;Gasolina 95 (até setembro 2021);Gasolina 98;Gasolina de mistura (motores a 2 tempos);Gasolina especial 95;Gasolina especial 98;Gasolina simples 95;GNC (gás natural comprimido) - €/kg;GNC (gás natural comprimido) - €/m3;GNL (gás natural liquefeito) - €/kg;GPL Auto;(blank);Grand Total
31/08/2019;;1,3874;0,9004;1,1785;1,3734;1,33;1,5444;1,5772;1,8809;1,5239;1,6621;1,4801;1,1457;1,074;1,0772;0,5953;;19,7305
01/09/2019;;1,3876;0,9004;1,1785;1,3741;1,3297;1,5439;1,5772;1,8798;1,5252;1,6617;1,4799;1,1457;1,074;1,0772;0,5945;;19,7294
02/09/2019;;1,395;0,902;1,1783;1,3845;1,3351;1,5467;1,5768;1,8798;1,5324;1,665;1,4821;1,149;1,074;1,0915;0,5955;;19,7877
03/09/2019;;1,3963;0,9043;1,1794;1,3882;1,3404;1,5445;1,5766;1,8773;1,5377;1,6703;1,4849;1,149;1,074;1,0915;0,5961;;19,8105
04/09/2019;;1,3967;0,9042;1,1794;1,3861;1,339;1,5445;1,5765;1,8773;1,5357;1,6697;1,4836;1,149;1,074;1,0963;0,5964;;19,8084
05/09/2019;;1,3971;0,9042;1,1793;1,3861;1,3386;1,5443;1,5763;1,8773;1,5357;1,6699;1,483;1,149;1,074;1,0963;0,5961;;19,8072
06/09/2019;;1,3965;0,9043;1,1793;1,3858;1,3385;1,5439;1,5764;1,8773;1,5353;1,6698;1,4828;1,149;1,074;1,0963;0,5862;;19,7954
07/09/2019;;1,3932;0,9036;1,1798;1,3771;1,3331;1,5402;1,5761;1,8795;1,5226;1,6615;1,4772;1,109;1,074;1,0805;0,5853;;19,6927
08/09/2019;;1,3937;0,9036;1,1798;1,3773;1,333;1,5407;1,5761;1,8795;1,5227;1,6611;1,4771;1,109;1,074;1,0805;0,5853;;19,6934
09/09/2019;;1,4002;0,9068;1,1814;1,3904;1,342;1,5404;1,5747;1,8794;1,5313;1,6659;1,4796;1,149;1,074;1,0963;0,5859;;19,7973
10/09/2019;;1,4038;0,909;1,187;1,3922;1,3449;1,54;1,5727;1,8791;1,5301;1,6636;1,4784;1,149;1,074;1,0963;0,5863;;19,8064
11/09/2019;;1,4039;0,9091;1,187;1,3932;1,3457;1,5368;1,5724;1,8794;1,5313;1,6638;1,4788;1,149;1,074;1,0915;0,5864;;19,8023
12/09/2019;;1,4039;0,9091;1,188;1,3934;1,346;1,5366;1,5722;1,88;1,5314;1,6639;1,4789;1,149;1,074;1,0915;0,5863;;19,8042
13/09/2019;;1,404;0,9093;1,1875;1,3916;1,345;1,5363;1,5722;1,88;1,5293;1,6632;1,4782;1,149;1,074;1,0915;0,5861;;19,7972
14/09/2019;;1,4028;0,9089;1,1887;1,3852;1,3404;1,536;1,5717;1,8778;1,5186;1,6563;1,4734;1,1457;1,074;1,0772;0,5853;;19,742
15/09/2019;;1,4034;0,9088;1,1887;1,3853;1,3403;1,5363;1,5716;1,8775;1,5186;1,6558;1,4733;1,1457;1,074;1,0772;0,585;;19,7415
16/09/2019;;1,4124;0,918;1,1952;1,4096;1,3603;1,5345;1,5704;1,8773;1,5285;1,6622;1,4771;1,149;1,074;1,0915;0,5856;;19,8456
17/09/2019;;1,4165;0,9204;1,2004;1,4108;1,3632;1,5318;1,5687;1,876;1,5286;1,6621;1,4763;1,149;1,074;1,0915;0,5852;;19,8545
18/09/2019;;1,4171;0,921;1,2004;1,411;1,3636;1,5316;1,569;1,876;1,5284;1,6616;1,476;1,149;1,074;1,0915;0,5852;;19,8554
19/09/2019;;1,4165;0,9214;1,2011;1,4109;1,3637;1,5308;1,5665;1,876;1,5283;1,6618;1,4759;1,149;1,074;1,0915;0,5852;;19,8526
20/09/2019;;1,4161;0,9217;1,2014;1,4093;1,363;1,5307;1,5665;1,876;1,5263;1,6611;1,4753;1,149;1,074;1,0915;0,5852;;19,8471
21/09/2019;;1,4144;0,9209;1,2015;1,4029;1,3583;1,529;1,5663;1,876;1,5157;1,6539;1,4706;1,1457;1,074;1,0772;0,5844;;19,7908
22/09/2019;;1,4149;0,9209;1,2015;1,4044;1,3587;1,5292;1,5663;1,876;1,5172;1,6552;1,4713;1,1457;1,074;1,0772;0,5844;;19,7969
23/09/2019;;1,4365;0,9368;1,2106;1,4342;1,3826;1,5486;1,5792;1,882;1,5598;1,6896;1,5016;1,149;1,089;1,1025;0,5828;;20,0848
24/09/2019;;1,4403;0,9425;1,2219;1,4358;1,3873;1,5567;1,593;1,883;1,5605;1,6907;1,5077;1,149;1,089;1,1025;0,5828;;20,1427
25/09/2019;;1,4409;0,9428;1,2238;1,4357;1,3874;1,557;1,5941;1,8863;1,5597;1,6905;1,5078;1,149;1,089;1,1025;0,5828;;20,1493
26/09/2019;;1,4416;0,9435;1,2243;1,4356;1,3875;1,5574;1,5941;1,8863;1,5596;1,6908;1,5079;1,149;1,089;1,1025;0,587;;20,1561
27/09/2019;;1,4427;0,944;1,2247;1,434;1,3866;1,5586;1,5946;1,8863;1,5576;1,6903;1,5073;1,149;1,089;1,1025;0,587;;20,1542
28/09/2019;;1,4387;0,9433;1,2247;1,4274;1,3814;1,5561;1,5944;1,8863;1,5472;1,6844;1,5025;1,1457;1,089;1,0882;0,5862;;20,0955
29/09/2019;;1,4396;0,9433;1,2247;1,4288;1,3817;1,5569;1,5943;1,8863;1,5486;1,6847;1,5026;1,1457;1,089;1,0882;0,5862;;20,1006
30/09/2019;;1,4405;0,942;1,2202;1,4289;1,3824;1,5541;1,591;1,8846;1,5491;1,6853;1,4995;1,149;1,089;1,1025;0,5942;;20,1123
01/10/2019;;1,4394;0,9405;1,2171;1,4275;1,3806;1,5497;1,5864;1,884;1,5455;1,6776;1,4947;1,149;1,089;1,1025;0,5944;;20,0779
02/10/2019;;1,4393;0,9401;1,2164;1,4271;1,3802;1,5491;1,5857;1,8824;1,5451;1,6773;1,4942;1,149;1,089;1,1025;0,5951;;20,0725
03/10/2019;;1,4391;0,9402;1,2185;1,4269;1,3802;1,5484;1,5855;1,8824;1,545;1,6772;1,4941;1,149;1,089;1,1025;0,5959;;20,0739
04/10/2019;;1,4386;0,9402;1,2185;1,4251;1,3795;1,5486;1,5859;1,881;1,543;1,6763;1,4935;1,149;1,089;1,1025;0,596;;20,0667
05/10/2019;;1,4355;0,9399;1,2126;1,4239;1,3782;1,5465;1,5855;1,881;1,5412;1,6747;1,4924;1,149;1,089;1,1025;0,5961;;20,048
06/10/2019;;1,436;0,9398;1,2126;1,424;1,378;1,5467;1,5855;1,881;1,5414;1,6744;1,4924;1,149;1,089;1,1025;0,5961;;20,0484
07/10/2019;;1,4291;0,9317;1,2071;1,4147;1,3719;1,5493;1,5853;1,8808;1,5445;1,6765;1,4932;1,184;1,089;1,1183;0,5981;;20,0735
08/10/2019;;1,4261;0,9258;1,2017;1,4102;1,3647;1,5493;1,5848;1,8818;1,5446;1,6763;1,4936;1,184;1,089;1,1183;0,6027;;20,0529
09/10/2019;;1,4245;0,9252;1,1999;1,4097;1,3641;1,5494;1,5849;1,8819;1,5441;1,676;1,4934;1,184;1,089;1,1183;0,6028;;20,0472
10/10/2019;;1,4244;0,925;1,1999;1,4095;1,3637;1,5495;1,585;1,8819;1,5441;1,6767;1,4933;1,184;1,089;1,1183;0,608;;20,0523
11/10/2019;;1,4234;0,9247;1,1999;1,4077;1,3628;1,5491;1,5849;1,8819;1,5421;1,6761;1,4926;1,184;1,089;1,1183;0,6081;;20,0446
12/10/2019;;1,419;0,9238;1,1999;1,4011;1,3578;1,5458;1,5843;1,8819;1,5315;1,6687;1,4879;1,1807;1,089;1,104;0,6072;;19,9826
13/10/2019;;1,4195;0,9239;1,2016;1,4025;1,3582;1,5461;1,5842;1,8811;1,5328;1,6689;1,4881;1,184;1,089;1,1183;0,6072;;20,0054
14/10/2019;;1,425;0,926;1,2011;1,4118;1,3642;1,5438;1,5818;1,8778;1,536;1,6712;1,487;1,184;1,089;1,1183;0,6083;;20,0253
15/10/2019;;1,4261;0,9268;1,2011;1,4133;1,3669;1,5415;1,5773;1,8771;1,5336;1,6671;1,4839;1,184;1,089;1,1183;0,6082;;20,0142
16/10/2019;;1,4261;0,9268;1,201;1,4131;1,3669;1,5414;1,577;1,8774;1,5332;1,6669;1,4835;1,184;1,089;1,1183;0,6078;;20,0124
17/10/2019;;1,4259;0,9268;1,201;1,413;1,3668;1,5411;1,5768;1,8774;1,5331;1,6669;1,4833;1,184;1,089;1,1183;0,6079;;20,0113
18/10/2019;;1,4258;0,9264;1,1995;1,411;1,3659;1,5413;1,576;1,8774;1,5308;1,6661;1,4825;1,184;1,089;1,1183;0,6081;;20,0021
19/10/2019;;1,4211;0,9254;1,1992;1,4045;1,3609;1,5365;1,5757;1,8772;1,5203;1,659;1,4776;1,1807;1,089;1,104;0,6071;;19,9382
20/10/2019;;1,421;0,9251;1,1991;1,4059;1,3612;1,5356;1,5753;1,8772;1,5219;1,6585;1,4777;1,1807;1,089;1,104;0,6071;;19,9393
21/10/2019;;1,4232;0,9246;1,198;1,4097;1,3648;1,5337;1,5727;1,8769;1,5225;1,6595;1,4752;1,184;1,089;1,1183;0,608;;19,9601
22/10/2019;;1,422;0,9226;1,1959;1,4082;1,3627;1,5293;1,5658;1,8766;1,519;1,6515;1,4701;1,184;1,089;1,1183;0,6081;;19,9231
23/10/2019;;1,4218;0,9227;1,1939;1,4081;1,3626;1,5284;1,5652;1,8757;1,5188;1,6513;1,4698;1,184;1,089;1,1183;0,6081;;19,9177
24/10/2019;;1,4214;0,9227;1,1939;1,4079;1,3626;1,5279;1,5649;1,8757;1,5185;1,6512;1,4696;1,184;1,089;1,1183;0,6107;;19,9183
25/10/2019;;1,4214;0,9226;1,1939;1,4059;1,3613;1,5281;1,5646;1,8757;1,5161;1,6503;1,4684;1,184;1,089;1,1183;0,6108;;19,9104
26/10/2019;;1,4173;0,9216;1,1932;1,3996;1,3564;1,5245;1,5639;1,8757;1,5059;1,6435;1,4636;1,1807;1,089;1,104;0,6101;;19,849
27/10/2019;;1,4173;0,9216;1,1932;1,4011;1,3569;1,5245;1,5638;1,8757;1,5076;1,6441;1,4641;1,1807;1,089;1,104;0,6101;;19,8537
28/10/2019;;1,4217;0,9243;1,1928;1,4104;1,363;1,5303;1,5654;1,8758;1,5251;1,6566;1,4737;1,184;1,089;1,1183;0,6109;;19,9413
29/10/2019;;1,4244;0,9253;1,1926;1,412;1,3655;1,5338;1,5665;1,8758;1,5276;1,66;1,476;1,184;1,089;1,1183;0,611;;19,9618
30/10/2019;;1,4252;0,9256;1,1927;1,4115;1,3658;1,5325;1,5673;1,8754;1,5269;1,6598;1,4762;1,184;1,089;1,1183;0,6106;;19,9608
31/10/2019;;1,4249;0,9255;1,193;1,4115;1,3659;1,5317;1,5677;1,8758;1,5267;1,6597;1,4764;1,184;1,089;1,1183;0,6109;;19,961
01/11/2019;;1,4245;0,9256;1,193;1,4099;1,365;1,5317;1,5681;1,8758;1,5247;1,6591;1,4756;1,1807;1,089;1,104;0,6109;;19,9376
02/11/2019;;1,421;0,925;1,193;1,4036;1,3603;1,5295;1,5675;1,8758;1,5144;1,6518;1,4711;1,1807;1,089;1,104;0,6101;;19,8968
03/11/2019;;1,4214;0,9249;1,1928;1,4055;1,361;1,5297;1,5689;1,8758;1,5162;1,6523;1,4716;1,184;1,089;1,1183;0,6102;;19,9216
04/11/2019;;1,4213;0,9238;1,1913;1,4103;1,3646;1,5368;1,5721;1,8779;1,5381;1,6646;1,4821;1,184;1,089;1,1183;0,6111;;19,9853
05/11/2019;;1,4197;0,923;1,1902;1,4093;1,363;1,5412;1,5786;1,8782;1,5421;1,6742;1,4902;1,184;1,089;1,1183;0,6132;;20,0142
06/11/2019;;1,4195;0,923;1,1923;1,4089;1,3628;1,5427;1,5807;1,8808;1,5415;1,6744;1,4905;1,184;1,089;1,1183;0,6142;;20,0226
07/11/2019;;1,4193;0,9231;1,1923;1,4087;1,3628;1,5424;1,5806;1,8806;1,5414;1,6745;1,4905;1,184;1,089;1,1183;0,6144;;20,0219
08/11/2019;;1,4186;0,9226;1,1921;1,4067;1,3613;1,5424;1,5809;1,8813;1,5393;1,6737;1,4897;1,1807;1,089;1,104;0,6147;;19,997
09/11/2019;;1,4145;0,9216;1,1921;1,4004;1,3565;1,5387;1,5806;1,8813;1,529;1,6664;1,4852;1,1807;1,089;1,104;0,6142;;19,9542
10/11/2019;;1,4151;0,9216;1,1923;1,4021;1,3571;1,539;1,5804;1,8811;1,5308;1,6671;1,4857;1,184;1,089;1,1183;0,6141;;19,9777
11/11/2019;;1,4229;0,925;1,1937;1,4127;1,365;1,5487;1,5842;1,8832;1,5509;1,6812;1,4965;1,184;1,089;1,1183;0,615;;20,0703
12/11/2019;;1,4237;0,926;1,1942;1,4138;1,3665;1,5501;1,5875;1,8833;1,5535;1,6848;1,4994;1,184;1,089;1,1183;0,6194;;20,0935
13/11/2019;;1,4237;0,9261;1,1952;1,4135;1,3665;1,5511;1,5884;1,8834;1,553;1,6849;1,4997;1,184;1,089;1,1183;0,6195;;20,0963
14/11/2019;;1,4233;0,9267;1,1931;1,4133;1,367;1,5506;1,589;1,8827;1,5529;1,6848;1,5002;1,184;1,089;1,1183;0,6211;;20,096
15/11/2019;;1,4226;0,9269;1,1932;1,4115;1,3662;1,5506;1,5891;1,8824;1,5508;1,6841;1,4996;1,1807;1,089;1,104;0,6209;;20,0716
16/11/2019;;1,4189;0,9259;1,1932;1,4053;1,3615;1,5476;1,5889;1,8827;1,5406;1,6767;1,4951;1,1807;1,089;1,104;0,6201;;20,0302
17/11/2019;;1,4193;0,9257;1,1929;1,407;1,362;1,5477;1,5887;1,8823;1,5423;1,677;1,4954;1,184;1,089;1,1183;0,6202;;20,0518
18/11/2019;;1,4209;0,9268;1,1926;1,4136;1,3673;1,5468;1,586;1,8789;1,5428;1,6783;1,495;1,184;1,089;1,1183;0,6214;;20,0617
19/11/2019;;1,423;0,9267;1,1928;1,4138;1,3674;1,5421;1,5818;1,8794;1,5393;1,6706;1,4894;1,184;1,089;1,1183;0,6219;;20,0395
20/11/2019;;1,4232;0,9268;1,1924;1,4134;1,3671;1,5422;1,5807;1,8805;1,5389;1,6703;1,4891;1,184;1,089;1,1183;0,6219;;20,0378
21/11/2019;1,369;1,423;0,9268;1,1924;1,4132;1,3672;1,542;1,5806;1,8804;1,5387;1,6704;1,4891;1,184;1,089;1,1183;0,6222;;21,4063
22/11/2019;1,369;1,4224;0,9268;1,1924;1,4114;1,3664;1,5419;1,5806;1,8804;1,5364;1,6696;1,4884;1,1807;1,089;1,104;0,6222;;21,3816
23/11/2019;1,369;1,4198;0,9258;1,1931;1,4051;1,3614;1,54;1,5801;1,8804;1,5262;1,6629;1,4837;1,1807;1,089;1,104;0,6212;;21,3424
24/11/2019;1,369;1,4198;0,927;1,1931;1,4067;1,3617;1,5403;1,58;1,8804;1,5279;1,6628;1,4841;1,184;1,089;1,1183;0,6212;;21,3653
25/11/2019;1,364;1,4196;0,9244;1,1923;1,4096;1,3641;1,5377;1,5786;1,8817;1,5343;1,6688;1,4869;1,184;1,089;1,1183;0,6222;;21,3755
26/11/2019;1,364;1,4187;0,9227;1,1907;1,4084;1,3618;1,5366;1,5764;1,8816;1,5341;1,6685;1,4852;1,184;1,089;1,1183;0,6223;;21,3623
27/11/2019;1,364;1,4186;0,9227;1,1906;1,408;1,3613;1,5365;1,5756;1,8816;1,5339;1,6682;1,4845;1,184;1,089;1,1183;0,6223;;21,3591
28/11/2019;1,364;1,4194;0,9226;1,1906;1,4078;1,3612;1,5363;1,5752;1,8816;1,5337;1,6682;1,4844;1,184;1,089;1,1183;0,6223;;21,3586
29/11/2019;1,364;1,4183;0,9227;1,1906;1,4059;1,3604;1,5355;1,5751;1,8816;1,5315;1,6674;1,4837;1,1807;1,089;1,104;0,6223;;21,3327
30/11/2019;1,364;1,4172;0,9216;1,1902;1,3994;1,3554;1,5354;1,5747;1,8813;1,5211;1,6595;1,4789;1,1807;1,089;1,104;0,621;;21,2934
01/12/2019;1,364;1,4173;0,9216;1,1898;1,4012;1,3559;1,536;1,5748;1,8801;1,523;1,6602;1,4794;1,184;1,089;1,1183;0,621;;21,3156
02/12/2019;1,379;1,4229;0,9269;1,1931;1,4157;1,366;1,5415;1,5841;1,8816;1,5448;1,6756;1,4899;1,184;1,089;1,1183;0,6222;;21,4346
03/12/2019;1,379;1,4265;0,9301;1,1957;1,4189;1,3711;1,5447;1,5831;1,8848;1,5484;1,6809;1,4947;1,184;1,089;1,1183;0,622;;21,4712
04/12/2019;1,379;1,4262;0,9307;1,1955;1,4185;1,371;1,5453;1,5836;1,8841;1,548;1,6806;1,4947;1,184;1,089;1,1183;0,622;;21,4705
05/12/2019;1,379;1,4262;0,9308;1,1957;1,4184;1,3711;1,5454;1,5833;1,8842;1,5479;1,6806;1,4949;1,184;1,084;1,1183;0,6221;;21,4659
06/12/2019;1,379;1,4255;0,9309;1,1961;1,4166;1,3704;1,5454;1,5833;1,8842;1,5456;1,6799;1,4941;1,1807;1,084;1,104;0,6221;;21,4418
07/12/2019;1,379;1,4244;0,93;1,1961;1,4102;1,3653;1,5454;1,5831;1,8842;1,5353;1,6726;1,4893;1,1807;1,084;1,104;0,6211;;21,4047
08/12/2019;1,379;1,4245;0,9295;1,1967;1,4119;1,3658;1,5457;1,5829;1,8838;1,5371;1,6731;1,4896;1,184;1,084;1,1183;0,6214;;21,4273
09/12/2019;1,369;1,4237;0,9278;1,1945;1,4123;1,3681;1,5386;1,5787;1,882;1,534;1,6728;1,4854;1,184;1,084;1,1183;0,6226;;21,3958
10/12/2019;1,369;1,421;0,9263;1,1938;1,4109;1,366;1,5348;1,5729;1,8815;1,5313;1,6663;1,4801;1,184;1,084;1,1183;0,6256;;21,3658
11/12/2019;1,369;1,4207;0,9261;1,1937;1,411;1,366;1,534;1,5718;1,8815;1,5317;1,6658;1,4796;1,184;1,084;1,1183;0,626;;21,3632
12/12/2019;1,369;1,4204;0,9263;1,1937;1,4107;1,3657;1,5335;1,5705;1,8815;1,5315;1,6656;1,4794;1,184;1,084;1,1183;0,6264;;21,3605
13/12/2019;1,369;1,4196;0,9263;1,1937;1,4089;1,3649;1,5333;1,5705;1,8815;1,5294;1,6648;1,4786;1,184;1,084;1,1183;0,6264;;21,3532
14/12/2019;1,369;1,4185;0,9254;1,1937;1,4023;1,3594;1,5333;1,5702;1,8815;1,519;1,6573;1,4735;1,1807;1,084;1,104;0,6256;;21,2974
15/12/2019;1,369;1,4189;0,9253;1,1937;1,4038;1,3598;1,5333;1,5701;1,8815;1,5207;1,6578;1,4737;1,184;1,084;1,1183;0,6256;;21,3195
16/12/2019;1,374;1,424;0,9281;1,1968;1,4162;1,3685;1,534;1,5711;1,879;1,5343;1,6672;1,4811;1,184;1,084;1,1183;0,6264;;21,387
17/12/2019;1,374;1,4256;0,9302;1,1988;1,4183;1,3722;1,5343;1,5734;1,8799;1,5356;1,671;1,484;1,184;1,084;1,1183;0,6303;;21,4139
18/12/2019;1,374;1,4258;0,9304;1,1988;1,4179;1,3719;1,5346;1,5734;1,88;1,5352;1,6705;1,4838;1,184;1,084;1,1183;0,6303;;21,4129
19/12/2019;1,374;1,4257;0,9304;1,1988;1,4177;1,3719;1,5341;1,5734;1,88;1,535;1,6706;1,4839;1,184;1,084;1,1183;0,6304;;21,4122
20/12/2019;1,374;1,4252;0,9304;1,1988;1,416;1,3705;1,5341;1,5734;1,88;1,5329;1,67;1,4827;1,1807;1,084;1,104;0,6304;;21,3871
21/12/2019;1,374;1,4228;0,931;1,1987;1,4097;1,3658;1,5323;1,5733;1,88;1,5226;1,6634;1,4782;1,1807;1,084;1,104;0,6296;;21,3501
22/12/2019;1,374;1,4234;0,9311;1,1999;1,4114;1,3665;1,5323;1,5733;1,8805;1,5243;1,6641;1,4787;1,184;1,084;1,1183;0,6296;;21,3754
23/12/2019;1,394;1,4374;0,9394;1,2055;1,4334;1,3827;1,5398;1,5774;1,8824;1,5426;1,677;1,4896;1,184;1,084;1,1183;0,6309;;21,5184
24/12/2019;1,394;1,4399;0,9438;1,2117;1,4379;1,3907;1,5412;1,5809;1,8826;1,5452;1,6808;1,4932;1,184;1,084;1,1183;0,631;;21,5592
25/12/2019;1,394;1,44;0,9439;1,2117;1,4379;1,3907;1,5411;1,5809;1,8826;1,5453;1,6808;1,4933;1,184;1,084;1,1183;0,631;;21,5595
26/12/2019;1,394;1,4411;0,9448;1,2133;1,438;1,3913;1,541;1,5811;1,8821;1,5451;1,6807;1,4935;1,184;1,084;1,1183;0,631;;21,5633
27/12/2019;1,394;1,4416;0,9455;1,2139;1,4364;1,3908;1,5412;1,5815;1,8821;1,5431;1,6801;1,493;1,1807;1,084;1,104;0,6313;;21,5432
28/12/2019;1,394;1,4403;0,9444;1,2139;1,4299;1,3858;1,5399;1,5813;1,8821;1,5326;1,6727;1,4881;1,1807;1,084;1,104;0,6305;;21,5042
29/12/2019;1,394;1,4403;0,9444;1,2139;1,4315;1,3863;1,5387;1,5808;1,8793;1,5344;1,6733;1,4885;1,184;1,084;1,1183;0,6305;;21,5222
30/12/2019;1,399;1,4463;0,9488;1,2158;1,4419;1,3937;1,546;1,5835;1,8796;1,5525;1,6865;1,4983;1,184;1,084;1,1183;0,6337;;21,6119
31/12/2019;1,399;1,4471;0,9503;1,2189;1,4441;1,3975;1,5479;1,5877;1,8816;1,555;1,6907;1,5025;1,184;1,084;1,1183;0,634;;21,6426
01/01/2020;1,444;1,4482;0,9401;1,2192;1,4638;1,3998;1,5528;1,5905;1,896;1,5918;1,7085;1,5103;1,041;1,084;1,0128;0,6509;;21,5537
02/01/2020;1,444;1,4707;0,948;1,2294;1,4668;1,4057;1,5652;1,6029;1,9007;1,5943;1,7123;1,5161;1,041;1,084;1,0128;0,6531;;21,647
03/01/2020;1,444;1,4809;0,9595;1,2378;1,4698;1,4131;1,5809;1,614;1,9026;1,5943;1,7187;1,5246;1,039;1,084;0,9995;0,672;;21,7347
04/01/2020;1,444;1,4811;0,9601;1,2393;1,4656;1,4126;1,5815;1,617;1,9034;1,5833;1,7121;1,5267;1,039;1,084;0,9995;0,6736;;21,7228
05/01/2020;1,444;1,4822;0,9602;1,2393;1,4672;1,4133;1,5844;1,6173;1,9034;1,5852;1,7126;1,5273;1,041;1,084;1,0128;0,6736;;21,7478
06/01/2020;1,444;1,4861;0,9661;1,2428;1,4757;1,4213;1,5875;1,624;1,9083;1,5954;1,7199;1,5338;1,041;1,084;1,0128;0,6755;;21,8182
07/01/2020;1,444;1,4863;0,9672;1,2472;1,4755;1,4229;1,5863;1,6254;1,9099;1,5943;1,7162;1,5337;1,041;1,084;1,0128;0,6764;;21,8231
08/01/2020;1,444;1,4861;0,9677;1,2517;1,4631;1,4236;1,586;1,627;1,9103;1,5761;1,7158;1,5343;1,041;1,084;1,0128;0,6773;;21,8008
09/01/2020;1,444;1,4869;0,9679;1,2516;1,4761;1,4242;1,5874;1,6273;1,9103;1,5939;1,7159;1,5344;1,041;1,084;1,0128;0,6777;;21,8354
10/01/2020;1,444;1,4866;0,9771;1,252;1,4761;1,4266;1,5876;1,6313;1,9103;1,5912;1,7153;1,5374;1,039;1,084;0,9995;0,6779;;21,8359
11/01/2020;1,444;1,4854;0,9769;1,2532;1,4697;1,4223;1,5863;1,631;1,9103;1,5796;1,7083;1,5332;1,039;1,084;0,9995;0,677;;21,7997
12/01/2020;1,444;1,4857;0,9769;1,2532;1,4712;1,4226;1,5864;1,631;1,9103;1,5817;1,7088;1,5337;1,041;1,084;1,0128;0,677;;21,8203
13/01/2020;1,439;1,4823;0,9755;1,2525;1,4713;1,4233;1,5847;1,6306;1,9097;1,588;1,7135;1,5353;1,041;1,084;1,0128;0,6781;;21,8216
14/01/2020;1,439;1,4838;0,9736;1,2529;1,4691;1,4204;1,5866;1,629;1,9101;1,5866;1,7116;1,5339;1,041;1,084;1,0128;0,6802;;21,8146
15/01/2020;1,439;1,4848;0,9739;1,2543;1,4558;1,4201;1,5883;1,6288;1,9101;1,568;1,7114;1,5334;1,041;1,084;1,0128;0,6803;;21,786
16/01/2020;1,439;1,4855;0,9741;1,254;1,4686;1,4201;1,5892;1,6287;1,9101;1,5861;1,7117;1,5336;1,041;1,084;1,0128;0,6822;;21,8207
17/01/2020;1,439;1,4856;0,9734;1,254;1,4669;1,4193;1,5899;1,6287;1,9101;1,5836;1,711;1,5329;1,039;1,084;0,9995;0,6833;;21,8002
18/01/2020;1,439;1,4852;0,9733;1,254;1,4604;1,4149;1,5899;1,6284;1,9101;1,5719;1,7039;1,5287;1,039;1,084;0,9995;0,6823;;21,7645
19/01/2020;1,439;1,4855;0,9732;1,254;1,4618;1,4152;1,5899;1,6284;1,9101;1,5738;1,7041;1,529;1,041;1,084;1,0128;0,6823;;21,7841
20/01/2020;1,409;1,473;0,964;1,2488;1,4476;1,4059;1,5879;1,6276;1,9103;1,583;1,7079;1,5304;1,041;1,084;1,0016;0,6836;;21,7056
21/01/2020;1,409;1,4669;0,9572;1,234;1,442;1,3968;1,5861;1,6241;1,9095;1,5812;1,706;1,528;1,041;1,084;1,0016;0,6837;;21,6511
22/01/2020;1,409;1,4579;0,9561;1,2327;1,4281;1,3951;1,584;1,6234;1,9126;1,5626;1,7056;1,5274;1,041;1,084;1,0016;0,6834;;21,6045
23/01/2020;1,409;1,4606;0,9546;1,2317;1,4397;1,3927;1,5853;1,6227;1,9126;1,5804;1,7057;1,5263;1,041;1,084;1,0016;0,6835;;21,6314
24/01/2020;1,409;1,4598;0,9546;1,232;1,4378;1,3916;1,5851;1,6225;1,9131;1,5781;1,7049;1,5254;1,039;1,084;0,9883;0,6836;;21,6088
25/01/2020;1,409;1,4591;0,9538;1,232;1,4313;1,3869;1,5848;1,6222;1,9131;1,5663;1,6979;1,5211;1,039;1,084;0,9883;0,6826;;21,5714
26/01/2020;1,409;1,4594;0,9537;1,232;1,4328;1,3872;1,5848;1,6222;1,9131;1,5683;1,6982;1,5214;1,041;1,084;1,0016;0,6826;;21,5913
27/01/2020;1,379;1,4538;0,9508;1,2285;1,4318;1,3866;1,5775;1,6207;1,9126;1,5766;1,7005;1,5217;1,041;1,084;1,0016;0,6838;;21,5505
28/01/2020;1,379;1,4511;0,972;1,2184;1,4264;1,4006;1,5764;1,6593;1,9088;1,5745;1,6976;1,525;1,041;1,084;1,0016;0,6837;;21,5994
29/01/2020;1,379;1,4505;0,9718;1,2174;1,4131;1,3997;1,5746;1,6588;1,9096;1,5558;1,697;1,5241;1,041;1,084;1,0016;0,6838;;21,5618
30/01/2020;1,379;1,4501;0,9716;1,2149;1,4256;1,4002;1,5755;1,6591;1,9096;1,5736;1,697;1,5237;1,041;1,084;1,0016;0,6838;;21,5903
31/01/2020;1,379;1,4495;0,9715;1,2145;1,4232;1,399;1,5751;1,6586;1,9094;1,5712;1,6959;1,5226;1,039;1,084;0,9883;0,6838;;21,5646
01/02/2020;1,379;1,4491;0,9712;1,2145;1,4171;1,3956;1,5747;1,6585;1,9094;1,5604;1,6891;1,5187;1,039;1,084;0,9883;0,6827;;21,5313
02/02/2020;1,379;1,4494;0,9712;1,2144;1,4184;1,3958;1,5748;1,6583;1,9094;1,5615;1,6892;1,5189;1,041;1,084;1,0016;0,6827;;21,5496
03/02/2020;1,349;1,4294;0,9669;1,2042;1,4028;1,3866;1,5593;1,6559;1,9079;1,5514;1,6765;1,5095;1,041;1,084;1,0016;0,684;;21,41
